fecha_consulta,partido,liga,hora_partido,cuota_1,casa_1,cuota_X,casa_X,cuota_2,casa_2,cuota_over25,casa_over25,cuota_under25,casa_under25
2026-05-24T09:18:47,Fulham vs Newcastle United,Premier League,15:00,2.64,Pinnacle,3.65,Pinnacle,2.67,Pinnacle,,,,
2026-05-24T09:18:47,West Ham United vs Leeds United,Premier League,15:00,1.72,Pinnacle,4.24,Pinnacle,4.65,Pinnacle,,,,
2026-05-24T09:18:47,Villarreal vs Atlético Madrid,La Liga,19:00,2.56,Pinnacle,3.93,Pinnacle,2.61,Pinnacle,,,,
2026-05-24T09:18:47,SC Paderborn vs VfL Wolfsburg,Bundesliga,18:30,3.4,Unibet,3.65,Pinnacle,2.08,Pinnacle,1.87,Pinnacle,1.99,Pinnacle
2026-05-24T09:18:47,Napoli vs Udinese,Serie A,16:00,1.47,Pinnacle,4.48,Pinnacle,7.73,Pinnacle,1.87,Pinnacle,2.04,Pinnacle
2026-05-24T09:18:47,AC Milan vs Cagliari,Serie A,18:45,1.33,Pinnacle,5.4,Pinnacle,10.39,Pinnacle,,,,
2026-05-24T09:18:47,Hellas Verona vs AS Roma,Serie A,18:45,9.88,Pinnacle,5.06,Pinnacle,1.36,Pinnacle,1.88,Pinnacle,2.03,Pinnacle
2026-05-24T09:18:47,Cremonese vs Como,Serie A,18:45,6.75,Pinnacle,4.66,Pinnacle,1.49,Pinnacle,,,,
2026-05-24T09:18:47,Lecce vs Genoa,Serie A,18:45,1.87,Pinnacle,3.45,Pinnacle,4.88,Pinnacle,,,,
2026-05-24T09:18:47,Torino vs Juventus,Serie A,18:45,6.79,Pinnacle,4.32,Pinnacle,1.52,Pinnacle,1.85,Pinnacle,2.06,Pinnacle
2026-05-24T09:18:47,Saint Etienne vs Nice,Ligue 1,18:45,2.28,Unibet,3.61,Pinnacle,3.07,Pinnacle,,,,
2026-05-24T09:18:47,LDU Quito vs Club Always Ready,Copa Libertadores,22:00,1.37,Unibet,5.26,Pinnacle,8.07,Pinnacle,,,,
2026-05-24T09:18:47,Lanus vs Mirassol,Copa Libertadores,22:00,1.76,Unibet,3.47,Pinnacle,5.4,Pinnacle,,,,
2026-05-24T09:18:47,Club Universitario de Deportes vs Deportes Tolima,Copa Libertadores,00:30,1.88,Pinnacle,3.3,Unibet,4.56,Pinnacle,,,,
2026-05-24T09:18:47,Nacional de Montevideo vs Coquimbo Unido,Copa Libertadores,00:30,1.83,Unibet,3.48,Pinnacle,4.81,Pinnacle,,,,
2026-05-24T09:18:47,Flamengo-RJ vs Cusco FC,Copa Libertadores,00:30,1.12,Unibet,9.48,Pinnacle,21.68,Pinnacle,,,,
2026-05-24T09:18:47,Estudiantes La Plata vs Independiente Medellín,Copa Libertadores,00:30,1.63,Unibet,3.72,Pinnacle,5.88,Pinnacle,,,,
2026-05-24T09:18:47,Sao Paulo vs CA Boston River,Copa Sudamericana,22:00,1.2,William Hill,7.0,Unibet,19.0,Unibet,,,,
2026-05-24T09:18:47,Palestino vs Deportivo Riestra,Copa Sudamericana,22:00,2.28,Unibet,3.12,Pinnacle,3.42,Pinnacle,,,,
2026-05-24T09:18:47,Grêmio vs Montevideo City Torque,Copa Sudamericana,22:00,1.53,Unibet,4.14,Pinnacle,6.26,Pinnacle,1.92,Unibet,1.89,Pinnacle
2026-05-24T09:18:47,Millonarios vs O'Higgins,Copa Sudamericana,22:00,1.62,William Hill,3.8,Unibet,5.75,Unibet,,,,
2026-05-24T09:18:47,Santos vs C.D. Cuenca,Copa Sudamericana,00:30,1.31,Pinnacle,5.1,Unibet,10.0,Unibet,,,,
2026-05-24T09:18:47,San Lorenzo vs Recoleta FC,Copa Sudamericana,00:30,1.37,Unibet,4.4,Pinnacle,9.5,Unibet,,,,
2026-05-24T09:18:47,Notts County vs Salford City,League Two,14:00,2.73,Pinnacle,3.15,Unibet,2.8,Unibet,,,,
2026-05-24T09:18:47,Greuther Fürth vs Rot-Weiss Essen,2. Bundesliga,18:30,1.89,Pinnacle,4.07,Pinnacle,3.63,Pinnacle,,,,
2026-05-24T09:18:47,US Catanzaro 1929 vs Monza,Serie B,18:00,2.82,Pinnacle,3.25,Unibet,2.85,Pinnacle,,,,
2026-05-24T09:18:47,Sporting Gijón vs Almería,Segunda División,16:30,3.9,Unibet,3.89,Pinnacle,1.99,Pinnacle,,,,
2026-05-24T09:18:47,Cultural Leonesa vs Burgos CF,Segunda División,16:30,3.07,Pinnacle,3.34,Pinnacle,2.55,Unibet,,,,
2026-05-24T09:18:47,SD Huesca vs CD Castellón,Segunda División,16:30,4.5,Unibet,4.19,Pinnacle,1.74,Pinnacle,,,,
2026-05-24T09:18:47,CD Mirandés vs Granada CF,Segunda División,16:30,1.51,Unibet,4.49,Pinnacle,7.19,Pinnacle,,,,
2026-05-24T09:18:47,Cádiz CF vs Leganés,Segunda División,16:30,2.64,Pinnacle,3.3,Unibet,2.99,Pinnacle,,,,
2026-05-24T09:18:47,SD Eibar vs Córdoba,Segunda División,16:30,1.68,Unibet,4.21,Pinnacle,4.91,Pinnacle,,,,
2026-05-24T09:18:47,Real Valladolid CF vs Deportivo La Coruña,Segunda División,16:30,5.0,Pinnacle,3.7,Unibet,1.76,Pinnacle,1.98,Pinnacle,1.88,Pinnacle
2026-05-24T09:18:47,Las Palmas vs Zaragoza,Segunda División,16:30,1.41,Unibet,4.79,Pinnacle,8.93,Pinnacle,1.83,Pinnacle,2.05,Unibet
2026-05-24T09:18:47,Málaga vs Real Racing Club de Santander,Segunda División,16:30,1.69,Pinnacle,4.39,Pinnacle,4.6,Unibet,,,,
2026-05-24T09:18:47,Rapid Wien vs Ried,Austria Bundesliga,15:00,2.06,Pinnacle,3.52,Pinnacle,3.55,Pinnacle,1.99,Pinnacle,1.87,Pinnacle
2026-05-24T09:18:47,Union Saint-Gilloise vs Anderlecht,Belgian First Div,16:30,1.55,Pinnacle,4.27,Pinnacle,5.69,Pinnacle,,,,
2026-05-24T09:18:47,Club Brugge vs Gent,Belgian First Div,16:30,1.65,Pinnacle,4.65,Pinnacle,4.4,Unibet,,,,
2026-05-24T09:18:47,Sint Truiden vs KV Mechelen,Belgian First Div,16:30,2.04,Pinnacle,3.99,Pinnacle,3.5,Unibet,,,,
2026-05-24T09:18:47,Remo vs Atletico Paranaense,Brasileirao,19:00,2.47,Pinnacle,3.25,Unibet,3.12,Pinnacle,,,,
2026-05-24T09:18:47,Cruzeiro vs Chapecoense,Brasileirao,19:00,1.3,William Hill,5.95,Pinnacle,10.65,Pinnacle,,,,
2026-05-24T09:18:47,Corinthians vs Atletico Mineiro,Brasileirao,21:30,1.79,Pinnacle,3.48,Pinnacle,5.33,Pinnacle,,,,
2026-05-24T09:18:47,Vasco da Gama vs Bragantino-SP,Brasileirao,23:30,1.97,Pinnacle,3.49,Pinnacle,4.17,Pinnacle,,,,
2026-05-24T09:18:47,Coritiba vs Bahia,Brasileirao,23:00,2.72,Pinnacle,3.3,Pinnacle,2.66,Pinnacle,2.07,Unibet,1.83,Pinnacle
2026-05-24T09:18:47,Atletico Goianiense vs São Bernardo,Brasileirao B,19:00,1.95,William Hill,3.3,Unibet,4.67,Pinnacle,,,,
2026-05-24T09:18:47,Clube de Regatas Brasil vs Ponte Preta,Brasileirao B,19:30,1.52,Unibet,4.27,Pinnacle,7.18,Pinnacle,2.0,Pinnacle,1.88,Unibet
2026-05-24T09:18:47,América Mineiro vs Vila Nova,Brasileirao B,21:30,2.23,Pinnacle,3.27,Pinnacle,3.52,Pinnacle,,,,
2026-05-24T09:18:47,Avai vs Goiás,Brasileirao B,22:00,2.33,Pinnacle,3.3,Unibet,3.42,Pinnacle,,,,
2026-05-24T09:18:47,Operario PR vs Criciuma,Brasileirao B,23:30,2.29,Pinnacle,3.15,Unibet,3.59,Pinnacle,,,,
2026-05-24T09:18:47,Botafogo vs Athletic Club (MG),Brasileirao B,22:00,2.08,Unibet,3.16,Pinnacle,4.0,Unibet,,,,
2026-05-24T09:18:47,River Plate vs Belgrano de Cordoba,Liga Profesional,18:30,2.22,Pinnacle,3.0,Unibet,4.3,Unibet,,,,
2026-05-24T09:18:47,Pumas vs Cruz Azul,Liga MX,01:00,3.18,Pinnacle,3.35,Pinnacle,2.4,Unibet,2.05,Pinnacle,1.86,Unibet
2026-05-24T09:18:47,Columbus Crew SC vs Atlanta United FC,MLS,21:00,1.58,Pinnacle,4.5,Unibet,6.0,Unibet,,,,
2026-05-24T09:18:47,Inter Miami CF vs Philadelphia Union,MLS,23:00,1.4,Unibet,5.77,Pinnacle,6.66,Pinnacle,,,,
2026-05-24T09:18:47,Los Angeles FC vs Seattle Sounders FC,MLS,01:15,2.03,Pinnacle,3.82,Pinnacle,3.75,Unibet,,,,
2026-05-24T09:18:47,Deportes Concepción vs Huachipato,Campeonato Chileno,16:30,2.58,Pinnacle,3.25,Unibet,3.2,Unibet,,,,
2026-05-24T09:18:47,La Serena vs Deportes Limache,Campeonato Chileno,19:00,2.59,Pinnacle,3.57,Pinnacle,2.7,Unibet,,,,
2026-05-24T09:18:47,Universidad Católica (CHI) vs Colo Colo,Campeonato Chileno,22:00,2.59,Pinnacle,3.28,Pinnacle,2.87,Pinnacle,2.04,Pinnacle,1.84,Pinnacle
2026-05-24T09:18:47,Kristiansund BK vs Viking FK,Eliteserien,16:00,6.25,Unibet,4.94,Pinnacle,1.54,Pinnacle,,,,
2026-05-24T09:18:47,IK Start vs Vålerenga,Eliteserien,12:30,2.95,Unibet,3.89,Pinnacle,2.27,Pinnacle,,,,
2026-05-24T09:18:47,Tromso vs Aalesund,Eliteserien,15:00,1.44,William Hill,4.88,Pinnacle,6.75,Unibet,,,,
2026-05-24T09:18:47,HamKam vs Lillestrom,Eliteserien,15:00,2.96,Pinnacle,3.63,Pinnacle,2.3,Pinnacle,,,,
2026-05-24T09:18:47,KFUM vs Rosenborg,Eliteserien,15:00,2.33,Unibet,3.63,Pinnacle,2.96,Pinnacle,,,,
2026-05-24T09:18:47,Sarpsborg FK vs Molde,Eliteserien,15:00,2.57,Pinnacle,3.92,Pinnacle,2.48,Pinnacle,,,,
2026-05-24T09:18:47,Sandefjord vs Fredrikstad FK,Eliteserien,17:15,1.85,Pinnacle,4.05,Pinnacle,3.79,Pinnacle,,,,
2026-05-24T09:18:47,Malmo FF vs Västerås SK,Allsvenskan,14:30,1.76,Pinnacle,3.92,Pinnacle,4.46,Pinnacle,,,,
2026-05-24T09:18:47,IF Elfsborg vs BK Hacken,Allsvenskan,17:00,2.93,Pinnacle,3.37,Pinnacle,2.4,William Hill,1.84,Pinnacle,2.0,Unibet
2026-05-24T09:18:47,IFK Goteborg vs Mjällby AIF,Allsvenskan,17:00,2.88,Unibet,3.2,Unibet,2.68,Pinnacle,2.0,William Hill,1.83,Pinnacle
2026-05-24T09:18:47,Sandvikens IF vs Landskrona BoIS,Superettan,15:00,2.51,Pinnacle,3.58,Pinnacle,2.71,Pinnacle,,,,
2026-05-24T09:18:47,IFK Norrkoping vs Östers IF,Superettan,17:05,1.65,William Hill,4.35,Pinnacle,4.7,Unibet,,,,
2026-05-24T09:18:47,Örebro SK vs Helsingborgs IF,Superettan,17:00,2.27,Pinnacle,3.39,Pinnacle,3.07,Pinnacle,1.83,Pinnacle,1.96,Pinnacle
2026-05-24T09:18:47,Derry City vs Shelbourne Dublin,League of Ireland,18:45,2.47,Pinnacle,3.31,Pinnacle,2.88,Unibet,,,,
2026-05-24T09:18:47,Bohemians vs Shamrock Rovers,League of Ireland,19:00,2.42,Pinnacle,3.34,Pinnacle,3.1,Unibet,,,,
2026-05-24T09:18:47,San Antonio Spurs vs Oklahoma City Thunder,NBA,00:10,,,,,,,,,,
2026-05-24T09:18:47,Cleveland Cavaliers vs New York Knicks,NBA,00:10,,,,,,,,,,
2026-05-24T09:18:47,Olympiacos vs Real Madrid,Euroleague,18:00,,,,,,,,,,
2026-05-24T09:18:47,Toronto Blue Jays vs Pittsburgh Pirates,MLB,16:16,,,,,,,,,,
2026-05-24T09:18:47,Baltimore Orioles vs Detroit Tigers,MLB,16:36,,,,,,,,,,
2026-05-24T09:18:47,Boston Red Sox vs Minnesota Twins,MLB,17:36,,,,,,,,,,
2026-05-24T09:18:47,Philadelphia Phillies vs Cleveland Guardians,MLB,17:36,,,,,,,,,,
2026-05-24T09:18:47,New York Yankees vs Tampa Bay Rays,MLB,17:36,,,,,,,,,,
2026-05-24T09:18:47,Cincinnati Reds vs St. Louis Cardinals,MLB,17:41,,,,,,,,,,
2026-05-24T09:18:47,Miami Marlins vs New York Mets,MLB,17:41,,,,,,,,,,
2026-05-24T09:18:47,Kansas City Royals vs Seattle Mariners,MLB,18:11,,,,,,,,,,
2026-05-24T09:18:47,Milwaukee Brewers vs Los Angeles Dodgers,MLB,18:11,,,,,,,,,,
2026-05-24T09:18:47,Chicago Cubs vs Houston Astros,MLB,18:21,,,,,,,,,,
2026-05-24T09:18:47,San Francisco Giants vs Chicago White Sox,MLB,20:06,,,,,,,,,,
2026-05-24T09:18:47,Arizona Diamondbacks vs Colorado Rockies,MLB,20:11,,,,,,,,,,
2026-05-24T09:18:47,San Diego Padres vs Athletics,MLB,20:11,,,,,,,,,,
2026-05-24T09:18:47,Atlanta Braves vs Washington Nationals,MLB,20:11,,,,,,,,,,
2026-05-24T09:18:47,Baltimore Orioles vs Detroit Tigers,MLB,22:06,,,,,,,,,,
2026-05-24T09:18:47,Los Angeles Angels vs Texas Rangers,MLB,23:21,,,,,,,,,,
2026-05-24T09:18:47,Vegas Golden Knights vs Colorado Avalanche,NHL,00:20,,,,,,,,,,
2026-05-24T09:18:47,Montréal Canadiens vs Carolina Hurricanes,NHL,00:00,,,,,,,,,,
2026-05-24T09:18:47,Quentin Halys vs Mattia Bellucci,ATP Roland Garros,14:30,,,,,,,,,,
2026-05-24T09:18:47,Taylor Fritz vs Nishesh Basavareddy,ATP Roland Garros,14:33,,,,,,,,,,
2026-05-24T09:18:47,Joao Fonseca vs Luka Pavlovic,ATP Roland Garros,14:50,,,,,,,,,,
2026-05-24T09:18:47,Alexander Blockx vs Chak Lam Coleman Wong,ATP Roland Garros,15:24,,,,,,,,,,
2026-05-24T09:18:47,Hamad Medjedovic vs Yannick Hanfmann,ATP Roland Garros,15:30,,,,,,,,,,
2026-05-24T09:18:47,Lorenzo Sonego vs Pierre-Hugues Herbert,ATP Roland Garros,15:55,,,,,,,,,,
2026-05-24T09:18:47,Hugo Dellien vs Valentin Royer,ATP Roland Garros,16:10,,,,,,,,,,
2026-05-24T09:18:47,Giovanni Mpetshi Perricard vs Novak Djokovic,ATP Roland Garros,18:15,,,,,,,,,,
2026-05-24T09:18:47,Cameron Norrie vs Adolfo Daniel Vallejo,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Alejandro Tabilo vs Kamil Majchrzak,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Alex de Minaur vs Toby Samuel,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Alexander Bublik vs Jan-Lennard Struff,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Alexander Shevchenko vs Alex Michelsen,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Alexandre Muller vs Stefanos Tsitsipas,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Arthur Rinderknech vs Jurij Rodionov,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Vit Kopriva vs Corentin Moutet,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Felix Auger-Aliassime vs Daniel Altmaier,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Ethan Quinn vs Francisco Comesana,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Jacob Fearnley vs Juan Manuel Cerundolo,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Pablo Carreno Busta vs Jiri Lehecka,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Luca Van Assche vs Patrick Kypson,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Sebastian Ofner vs Luciano Darderi,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Marton Fucsovics vs Matteo Berrettini,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Tallon Griekspoor vs Matteo Arnaldi,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Eliot Spizzirri vs Frances Tiafoe,ATP Roland Garros,10:10,,,,,,,,,,
2026-05-24T09:18:47,Thanasi Kokkinakis vs Terence Atmane,ATP Roland Garros,10:40,,,,,,,,,,
2026-05-24T09:18:47,Roberto Bautista Agut vs Brandon Nakashima,ATP Roland Garros,11:00,,,,,,,,,,
2026-05-24T09:18:47,Stan Wawrinka vs Jesper De Jong,ATP Roland Garros,11:00,,,,,,,,,,
2026-05-24T09:18:47,Emilio Nava vs Camilo Ugo Carabelli,ATP Roland Garros,11:20,,,,,,,,,,
2026-05-24T09:18:47,Aleksandar Kovacevic vs Rafael Jodar,ATP Roland Garros,11:30,,,,,,,,,,
2026-05-24T09:18:47,Jaume Munar vs Hubert Hurkacz,ATP Roland Garros,11:30,,,,,,,,,,
2026-05-24T09:18:47,Casper Ruud vs Roman Safiullin,ATP Roland Garros,11:50,,,,,,,,,,
2026-05-24T09:18:47,Ugo Humbert vs Adrian Mannarino,ATP Roland Garros,12:20,,,,,,,,,,
2026-05-24T09:18:47,Raphael Collignon vs Aleksandar Vukic,ATP Roland Garros,13:00,,,,,,,,,,
2026-05-24T09:18:47,Flavio Cobolli vs Andrea Pellegrino,ATP Roland Garros,13:00,,,,,,,,,,
2026-05-24T09:18:47,Mariano Navone vs Jenson Brooksby,ATP Roland Garros,13:00,,,,,,,,,,
2026-05-24T09:18:47,Ignacio Buse vs Andrey Rublev,ATP Roland Garros,13:30,,,,,,,,,,
2026-05-24T09:18:47,Rinky Hijikata vs Tommy Paul,ATP Roland Garros,13:30,,,,,,,,,,
2026-05-24T09:18:47,Daniel Merida Aguilar vs Ben Shelton,ATP Roland Garros,15:30,,,,,,,,,,
2026-05-24T09:18:47,Francisco Cerundolo vs Botic van de Zandschulp,ATP Roland Garros,15:30,,,,,,,,,,
2026-05-24T09:18:47,Wu Yibing vs Marcos Giron,ATP Roland Garros,15:30,,,,,,,,,,
2026-05-24T09:18:47,Hugo Gaston vs Gael Monfils,ATP Roland Garros,18:15,,,,,,,,,,
2026-05-24T09:18:47,Adam Walton vs Daniil Medvedev,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Alexei Popyrin vs Zachary Svajda,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Cristian Garin vs Learner Tien,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Jaime Faria vs Denis Shapovalov,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Facundo Diaz Acosta vs Zhizhen Zhang,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Martin Landaluce vs Juan Carlos Prado Angelo,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Marin Cilic vs Moise Kouame,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Sebastian Baez vs Roman Andres Burruchaga,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Thomas Faurel vs Valentin Vacherot,ATP Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Emma Raducanu vs Solana Sierra,WTA Roland Garros,14:30,,,,,,,,,,
2026-05-24T09:18:47,Mirra Andreeva vs Fiona Ferro,WTA Roland Garros,14:30,,,,,,,,,,
2026-05-24T09:18:47,Sara Bejlek vs Sloane Stephens,WTA Roland Garros,14:30,,,,,,,,,,
2026-05-24T09:18:47,Sofia Kenin vs Peyton Stearns,WTA Roland Garros,14:45,,,,,,,,,,
2026-05-24T09:18:47,Magdalena Frech vs Elena Gabriela Ruse,WTA Roland Garros,15:00,,,,,,,,,,
2026-05-24T09:18:47,Marina Bassols Ribera vs Emiliana Arango,WTA Roland Garros,15:40,,,,,,,,,,
2026-05-24T09:18:47,Clara Tauson vs Daria Snigur,WTA Roland Garros,16:00,,,,,,,,,,
2026-05-24T09:18:47,Iva Jović vs Alexandra Eala,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Anhelina Kalinina vs Diane Parry,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Ann Li vs Shuai Zhang,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Anna Kalinskaya vs Lois Boisson,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Aryna Sabalenka vs Jessica Bouzas Maneiro,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Coco Gauff vs Taylor Townsend,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Susan Bandecchi vs Cristina Bucsa,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Daria Kasatkina vs Zeynep Sonmez,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Jasmine Paolini vs Dayana Yastremska,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Emma Navarro vs Janice Tjen,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Hanne Vandewinkel vs Madison Keys,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Kimberly Birrell vs Jessica Pegula,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Liudmila Samsonova vs Jil Teichmann,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Simona Waltert vs Katerina Siniakova,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Ksenia Efremova vs Sorana Cirstea,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Linda Noskova vs Maria Sakkari,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Maja Chwalinska vs Qinwen Zheng,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Julia Grabher vs Rebecca Sramkova,WTA Roland Garros,10:10,,,,,,,,,,
2026-05-24T09:18:47,Elina Svitolina vs Anna Bondár,WTA Roland Garros,10:40,,,,,,,,,,
2026-05-24T09:18:47,Petra Marcinko vs Eva Lys,WTA Roland Garros,11:00,,,,,,,,,,
2026-05-24T09:18:47,Maya Joint vs Anastasia Potapova,WTA Roland Garros,11:30,,,,,,,,,,
2026-05-24T09:18:47,Tatjana Maria vs Elise Mertens,WTA Roland Garros,11:30,,,,,,,,,,
2026-05-24T09:18:47,Kaitlin Quevedo vs Leolia Jeanjean,WTA Roland Garros,11:50,,,,,,,,,,
2026-05-24T09:18:47,Veronika Erjavec vs Elena Rybakina,WTA Roland Garros,12:00,,,,,,,,,,
2026-05-24T09:18:47,Akasha Urhobo vs Katie Boulter,WTA Roland Garros,12:20,,,,,,,,,,
2026-05-24T09:18:47,Tiantsoa Sarah Rajaonah vs Amanda Anisimova,WTA Roland Garros,13:30,,,,,,,,,,
2026-05-24T09:18:47,Guo Hanyu vs McCartney Kessler,WTA Roland Garros,13:30,,,,,,,,,,
2026-05-24T09:18:47,Panna Udvardy vs Viktorija Golubic,WTA Roland Garros,13:30,,,,,,,,,,
2026-05-24T09:18:47,Jelena Ostapenko vs Ella Seidel,WTA Roland Garros,14:00,,,,,,,,,,
2026-05-24T09:18:47,Talia Gibson vs Yulia Putintseva,WTA Roland Garros,14:00,,,,,,,,,,
2026-05-24T09:18:47,Alycia Parks vs Leylah Fernandez,WTA Roland Garros,16:00,,,,,,,,,,
2026-05-24T09:18:47,Anastasia Zakharova vs Karolina Muchova,WTA Roland Garros,16:00,,,,,,,,,,
2026-05-24T09:18:47,Diana Shnaider vs Renata Zarazua,WTA Roland Garros,16:00,,,,,,,,,,
2026-05-24T09:18:47,Maria Camila Osorio Serrano vs Ekaterina Alexandrova,WTA Roland Garros,16:00,,,,,,,,,,
2026-05-24T09:18:47,Kamilla Rakhimova vs Jaqueline Cristian,WTA Roland Garros,16:00,,,,,,,,,,
2026-05-24T09:18:47,Donna Vekic vs Alice Tubello,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Alina Korneeva vs Elisabetta Cocciaretto,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Antonia Ruzic vs Ashlyn Krueger,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Claire Liu vs Moyuka Uchijima,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Dalma Galfi vs Mayar Sherif,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Elena Pridankina vs Oleksandra Oliynykova,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Linda Fruhvirtova vs Elsa Jacquemot,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Laura Siegemund vs Naomi Osaka,WTA Roland Garros,09:00,,,,,,,,,,
2026-05-24T09:18:47,Louisville Kings vs Dallas Renegades,UFL,20:00,,,,,,,,,,
2026-05-24T09:18:47,Houston Gamblers vs St. Louis Battlehawks,UFL,23:00,,,,,,,,,,
2026-05-24T09:32:17,Crystal Palace vs Arsenal,Premier League,15:00,4.1,Pinnacle,3.78,Pinnacle,1.92,Pinnacle,,,,
2026-05-24T09:32:17,Manchester City vs Aston Villa,Premier League,15:00,1.42,Pinnacle,5.25,Unibet,7.5,William Hill,,,,
2026-05-24T09:32:17,Nottingham Forest vs Bournemouth,Premier League,15:00,3.8,Pinnacle,3.8,Pinnacle,2.0,William Hill,,,,
2026-05-24T09:32:17,Liverpool vs Brentford,Premier League,15:00,1.83,Pinnacle,4.09,Pinnacle,4.2,Pinnacle,,,,
2026-05-24T09:32:17,Brighton and Hove Albion vs Manchester United,Premier League,15:00,1.93,Pinnacle,4.38,Pinnacle,3.55,Pinnacle,,,,
2026-05-24T09:32:17,Burnley vs Wolverhampton Wanderers,Premier League,15:00,2.47,Pinnacle,3.52,Pinnacle,2.95,Pinnacle,,,,
2026-05-24T09:32:17,Sunderland vs Chelsea,Premier League,15:00,3.57,Pinnacle,3.81,Pinnacle,2.06,Pinnacle,,,,
2026-05-24T09:32:17,Tottenham Hotspur vs Everton,Premier League,15:00,1.95,Pinnacle,3.49,Pinnacle,4.35,Pinnacle,2.05,Pinnacle,1.86,Pinnacle
2026-05-24T09:32:17,Fulham vs Newcastle United,Premier League,15:00,2.62,Pinnacle,3.68,Pinnacle,2.67,Pinnacle,,,,
2026-05-24T09:32:17,West Ham United vs Leeds United,Premier League,15:00,1.73,Pinnacle,4.36,Pinnacle,4.7,Unibet,,,,
2026-05-24T09:32:17,Villarreal vs Atlético Madrid,La Liga,19:00,2.54,Pinnacle,3.94,Pinnacle,2.63,Pinnacle,,,,
2026-05-24T09:32:17,SC Paderborn vs VfL Wolfsburg,Bundesliga,18:30,3.4,Unibet,3.65,Pinnacle,2.08,Pinnacle,1.87,Pinnacle,1.99,Pinnacle
2026-05-24T09:32:17,Napoli vs Udinese,Serie A,16:00,1.47,Pinnacle,4.48,Pinnacle,7.73,Pinnacle,1.87,Pinnacle,2.04,Pinnacle
2026-05-24T09:32:17,AC Milan vs Cagliari,Serie A,18:45,1.33,Pinnacle,5.4,Pinnacle,10.39,Pinnacle,,,,
