fecha_consulta,partido,liga,hora_partido,cuota_1,casa_1,cuota_X,casa_X,cuota_2,casa_2,cuota_over25,casa_over25,cuota_under25,casa_under25
2026-05-23T10:12:00,Ecuador vs Curaçao,FIFA World Cup,00:00,1.24,Pinnacle,6.25,Unibet,13.0,Unibet,,,,
2026-05-23T10:12:00,Tunisia vs Japan,FIFA World Cup,04:00,4.75,Unibet,3.35,Unibet,1.85,Unibet,,,,
2026-05-23T10:12:00,Belgium vs Iran,FIFA World Cup,19:00,1.45,Unibet,4.51,Pinnacle,7.5,Unibet,1.86,Pinnacle,1.94,Pinnacle
2026-05-23T10:12:00,Uruguay vs Cape Verde,FIFA World Cup,22:00,1.45,Unibet,4.5,Unibet,7.43,Pinnacle,1.91,Pinnacle,1.89,Pinnacle
2026-05-23T10:12:00,New Zealand vs Egypt,FIFA World Cup,01:00,5.0,Unibet,3.8,Pinnacle,1.75,Unibet,,,,
2026-05-23T10:12:00,Argentina vs Austria,FIFA World Cup,17:00,1.69,Pinnacle,3.75,Unibet,5.5,Unibet,1.97,Pinnacle,1.84,Pinnacle
2026-05-23T10:12:00,France vs Iraq,FIFA World Cup,21:00,1.13,Unibet,8.59,Pinnacle,26.0,Unibet,,,,
2026-05-23T10:12:00,Norway vs Senegal,FIFA World Cup,00:00,2.15,Unibet,3.59,Pinnacle,3.6,Unibet,1.93,Pinnacle,1.95,Unibet
2026-05-23T10:12:00,Jordan vs Algeria,FIFA World Cup,03:00,4.75,Pinnacle,3.69,Pinnacle,1.77,Unibet,1.98,Pinnacle,1.85,Unibet
2026-05-23T10:12:00,Portugal vs Uzbekistan,FIFA World Cup,17:00,1.2,Pinnacle,7.0,Unibet,17.0,Unibet,,,,
2026-05-23T10:12:00,England vs Ghana,FIFA World Cup,20:00,1.35,Unibet,5.22,Pinnacle,9.0,Unibet,,,,
2026-05-23T10:12:00,Panama vs Croatia,FIFA World Cup,23:00,6.53,Pinnacle,4.3,Unibet,1.55,Pinnacle,,,,
2026-05-23T10:12:00,Colombia vs DR Congo,FIFA World Cup,02:00,1.55,Unibet,4.15,Pinnacle,6.93,Pinnacle,,,,
2026-05-23T10:12:00,Bolton Wanderers vs Stockport County FC,League One,12:00,2.63,Unibet,3.18,Pinnacle,2.96,Pinnacle,,,,
2026-05-23T10:12:00,Notts County vs Salford City,League Two,14:00,2.69,Pinnacle,3.1,William Hill,2.8,Unibet,,,,
2026-05-23T10:12:00,US Catanzaro 1929 vs Monza,Serie B,18:00,2.83,Pinnacle,3.2,Unibet,2.65,Pinnacle,2.01,Pinnacle,1.85,Pinnacle
2026-05-23T10:12:00,Andorra CF vs AD Ceuta FC,Segunda División,14:15,1.56,Pinnacle,4.61,Pinnacle,6.0,Unibet,,,,
2026-05-23T10:12:00,Albacete vs Real Sociedad B,Segunda División,14:15,1.9,Pinnacle,3.89,Pinnacle,4.0,Unibet,,,,
2026-05-23T10:12:00,Sporting Gijón vs Almería,Segunda División,16:30,4.4,Unibet,4.07,Pinnacle,1.74,Pinnacle,,,,
2026-05-23T10:12:00,Cultural Leonesa vs Burgos CF,Segunda División,16:30,3.02,Pinnacle,3.1,Unibet,2.55,Unibet,,,,
2026-05-23T10:12:00,SD Huesca vs CD Castellón,Segunda División,16:30,4.5,Unibet,4.27,Pinnacle,1.75,Unibet,,,,
2026-05-23T10:12:00,CD Mirandés vs Granada CF,Segunda División,16:30,1.51,Unibet,4.37,Pinnacle,6.82,Pinnacle,,,,
2026-05-23T10:12:00,Cádiz CF vs Leganés,Segunda División,16:30,2.37,Pinnacle,3.35,Unibet,3.15,Unibet,1.93,Pinnacle,1.91,Pinnacle
2026-05-23T10:12:00,SD Eibar vs Córdoba,Segunda División,16:30,1.75,Unibet,4.16,Pinnacle,4.7,Pinnacle,,,,
2026-05-23T10:12:00,Real Valladolid CF vs Deportivo La Coruña,Segunda División,16:30,5.2,Unibet,3.78,Pinnacle,1.71,Pinnacle,1.88,Pinnacle,1.95,Pinnacle
2026-05-23T10:12:00,Las Palmas vs Zaragoza,Segunda División,16:30,1.44,Unibet,4.6,Pinnacle,8.51,Pinnacle,,,,
2026-05-23T10:12:00,Málaga vs Real Racing Club de Santander,Segunda División,16:30,1.64,Unibet,4.43,Pinnacle,4.64,Pinnacle,,,,
2026-05-23T10:12:00,Rapid Wien vs Ried,Austria Bundesliga,15:00,2.17,Pinnacle,3.4,Pinnacle,3.38,Pinnacle,2.0,Pinnacle,1.84,Pinnacle
2026-05-23T10:12:00,Dender vs Lommel SK,Belgian First Div,16:15,2.19,Pinnacle,3.53,Pinnacle,3.22,Pinnacle,,,,
2026-05-23T10:12:00,Standard Liege vs Charleroi,Belgian First Div,18:45,2.05,Pinnacle,3.55,Pinnacle,3.54,Pinnacle,1.95,Pinnacle,1.9,Unibet
2026-05-23T10:12:00,Leuven vs Genk,Belgian First Div,18:45,4.17,Pinnacle,4.26,Pinnacle,1.75,Unibet,,,,
2026-05-23T10:12:00,Royal Antwerp vs Westerlo,Belgian First Div,18:45,2.11,Pinnacle,3.92,Pinnacle,3.1,Pinnacle,,,,
2026-05-23T10:12:00,Union Saint-Gilloise vs Anderlecht,Belgian First Div,16:30,1.55,William Hill,4.17,Pinnacle,5.6,Unibet,1.8,Pinnacle,2.05,William Hill
2026-05-23T10:12:00,Club Brugge vs Gent,Belgian First Div,16:30,1.67,William Hill,4.62,Pinnacle,4.0,William Hill,,,,
2026-05-23T10:12:00,Sint Truiden vs KV Mechelen,Belgian First Div,16:30,1.79,Pinnacle,4.3,Pinnacle,3.75,Unibet,,,,
2026-05-23T10:12:00,Sao Paulo vs Botafogo,Brasileirao,20:00,1.77,Unibet,3.86,Pinnacle,4.79,Pinnacle,1.88,Unibet,2.03,Pinnacle
2026-05-23T10:12:00,Vitoria vs Internacional,Brasileirao,20:00,3.04,Pinnacle,3.2,Unibet,2.56,Pinnacle,,,,
2026-05-23T10:12:00,Mirassol vs Fluminense,Brasileirao,22:00,2.47,Pinnacle,3.14,Pinnacle,3.23,Pinnacle,,,,
2026-05-23T10:12:00,Grêmio vs Santos,Brasileirao,22:00,2.27,Pinnacle,3.32,Pinnacle,3.5,Unibet,,,,
2026-05-23T10:12:00,Flamengo vs Palmeiras,Brasileirao,00:00,1.81,Pinnacle,3.45,Unibet,5.37,Pinnacle,,,,
2026-05-23T10:12:00,Remo vs Atletico Paranaense,Brasileirao,19:00,2.69,Pinnacle,3.35,Unibet,2.74,Pinnacle,,,,
2026-05-23T10:12:00,Cruzeiro vs Chapecoense,Brasileirao,19:00,1.36,Pinnacle,5.02,Pinnacle,9.0,Unibet,,,,
2026-05-23T10:12:00,Corinthians vs Atletico Mineiro,Brasileirao,21:30,1.8,Pinnacle,3.34,Pinnacle,5.1,Pinnacle,,,,
2026-05-23T10:12:00,Vasco da Gama vs Bragantino-SP,Brasileirao,23:30,2.02,Pinnacle,3.4,Unibet,3.89,Pinnacle,,,,
2026-05-23T10:12:00,Coritiba vs Bahia,Brasileirao,23:00,2.7,Unibet,3.27,Pinnacle,2.71,Pinnacle,2.07,Unibet,1.81,Pinnacle
2026-05-23T10:12:00,Grêmio Novorizontino vs Ceará,Brasileirao B,19:00,2.06,Unibet,3.2,Unibet,4.2,Pinnacle,,,,
2026-05-23T10:12:00,Fortaleza vs Londrina,Brasileirao B,21:30,1.57,William Hill,4.0,Unibet,7.0,Unibet,,,,
2026-05-23T10:12:00,Juventude vs Sport Recife,Brasileirao B,23:30,2.25,Pinnacle,3.2,Unibet,3.59,Pinnacle,,,,
2026-05-23T10:12:00,Atletico Goianiense vs São Bernardo,Brasileirao B,19:00,1.88,Unibet,3.3,Unibet,4.72,Pinnacle,,,,
2026-05-23T10:12:00,Clube de Regatas Brasil vs Ponte Preta,Brasileirao B,19:30,1.52,Unibet,4.14,Pinnacle,6.8,Pinnacle,1.98,Pinnacle,1.88,Unibet
2026-05-23T10:12:00,América Mineiro vs Vila Nova,Brasileirao B,21:30,2.18,Pinnacle,3.28,Pinnacle,3.5,Unibet,,,,
2026-05-23T10:12:00,Avai vs Goiás,Brasileirao B,22:00,2.42,Pinnacle,3.25,Unibet,3.2,Unibet,,,,
2026-05-23T10:12:00,Operario PR vs Criciuma,Brasileirao B,23:30,2.27,Pinnacle,3.15,Unibet,3.49,Pinnacle,,,,
2026-05-23T10:12:00,Botafogo vs Athletic Club (MG),Brasileirao B,22:00,2.08,Unibet,3.16,Pinnacle,4.0,Unibet,,,,
2026-05-23T10:12:00,River Plate vs Belgrano de Cordoba,Liga Profesional,18:30,2.05,Pinnacle,3.05,Unibet,4.7,Unibet,,,,
2026-05-23T10:12:00,Pumas vs Cruz Azul,Liga MX,01:00,2.86,Pinnacle,3.3,Pinnacle,2.53,Pinnacle,1.96,Pinnacle,1.98,Unibet
2026-05-23T10:12:00,St. Louis City SC vs Austin FC,MLS,18:45,1.69,Pinnacle,4.21,Pinnacle,4.84,Pinnacle,,,,
2026-05-23T10:12:00,Minnesota United FC vs Real Salt Lake,MLS,20:30,2.18,Pinnacle,3.7,Unibet,3.37,Pinnacle,,,,
2026-05-23T10:12:00,D.C. United vs CF Montreal,MLS,23:30,2.04,Pinnacle,3.83,Pinnacle,3.8,Unibet,,,,
2026-05-23T10:12:00,Charlotte FC vs New England Revolution,MLS,23:30,1.85,Pinnacle,3.98,Pinnacle,4.09,Pinnacle,,,,
2026-05-23T10:12:00,FC Cincinnati vs Orlando City SC,MLS,23:30,1.71,Pinnacle,4.68,Pinnacle,4.4,Unibet,,,,
2026-05-23T10:12:00,Chicago Fire vs Toronto FC,MLS,00:30,1.49,Pinnacle,4.93,Pinnacle,6.04,Pinnacle,,,,
2026-05-23T10:12:00,Nashville SC vs New York City FC,MLS,00:30,1.75,Pinnacle,3.94,Pinnacle,4.75,Pinnacle,1.86,Pinnacle,2.05,Unibet
2026-05-23T10:12:00,Sporting Kansas City vs New York Red Bulls,MLS,00:30,3.08,Pinnacle,4.11,Pinnacle,2.14,Pinnacle,,,,
2026-05-23T10:12:00,Colorado Rapids vs FC Dallas,MLS,01:30,2.37,Pinnacle,3.86,Pinnacle,2.84,Pinnacle,,,,
2026-05-23T10:12:00,Portland Timbers vs San Jose Earthquakes,MLS,01:30,2.47,Pinnacle,4.0,Pinnacle,2.64,Pinnacle,,,,
2026-05-23T10:12:00,San Diego FC vs Vancouver Whitecaps FC,MLS,01:30,3.51,Pinnacle,4.11,Pinnacle,1.97,Pinnacle,,,,
2026-05-23T10:12:00,LA Galaxy vs Houston Dynamo,MLS,02:30,2.16,Pinnacle,3.7,Unibet,3.37,Pinnacle,,,,
2026-05-23T10:12:00,Columbus Crew SC vs Atlanta United FC,MLS,21:00,1.52,Pinnacle,4.53,Pinnacle,6.0,Unibet,,,,
2026-05-23T10:12:00,Inter Miami CF vs Philadelphia Union,MLS,23:00,1.45,Pinnacle,5.29,Pinnacle,6.5,Unibet,,,,
2026-05-23T10:12:00,Los Angeles FC vs Seattle Sounders FC,MLS,01:15,1.91,William Hill,3.83,Pinnacle,3.75,Unibet,,,,
2026-05-23T10:12:00,Audax Italiano vs Cobresal,Campeonato Chileno,16:30,1.83,Unibet,3.92,Pinnacle,4.47,Pinnacle,,,,
2026-05-23T10:12:00,Ñublense vs Universidad de Concepción,Campeonato Chileno,19:00,1.7,Unibet,3.93,Pinnacle,5.32,Pinnacle,2.02,Pinnacle,1.85,Pinnacle
2026-05-23T10:12:00,Union La Calera vs Palestino,Campeonato Chileno,00:00,2.7,Unibet,3.52,Pinnacle,2.71,Pinnacle,1.98,Pinnacle,1.89,Pinnacle
2026-05-23T10:12:00,Deportes Concepción vs Huachipato,Campeonato Chileno,16:30,2.18,Unibet,3.29,Pinnacle,3.51,Pinnacle,,,,
2026-05-23T10:12:00,La Serena vs Deportes Limache,Campeonato Chileno,19:00,2.48,Pinnacle,3.45,Pinnacle,2.76,Pinnacle,,,,
2026-05-23T10:12:00,Universidad Católica (CHI) vs Colo Colo,Campeonato Chileno,22:00,2.56,Pinnacle,3.2,Unibet,2.85,Pinnacle,,,,
2026-05-23T10:12:00,Fagiano Okayama vs Cerezo Osaka,J-League,03:55,2.82,Pinnacle,3.37,Pinnacle,2.55,Pinnacle,1.94,Pinnacle,1.91,Pinnacle
2026-05-23T10:12:00,Mito HollyHock vs Kawasaki Frontale,J-League,05:00,3.17,Pinnacle,3.4,Pinnacle,2.3,Pinnacle,1.88,Pinnacle,1.97,Pinnacle
2026-05-23T10:12:00,Tokyo Verdy vs Yokohama F Marinos,J-League,05:00,2.71,Pinnacle,3.07,Pinnacle,2.86,Pinnacle,,,,
2026-05-23T10:12:00,Shimizu S Pulse vs Gamba Osaka,J-League,08:00,2.9,Pinnacle,3.34,Pinnacle,2.49,Pinnacle,1.97,Pinnacle,1.88,Pinnacle
2026-05-23T10:12:00,Qingdao Hainiu FC vs Chongqing Tonglianglong FC,Super Liga China,09:00,2.47,Pinnacle,3.22,Pinnacle,3.04,Pinnacle,,,,
2026-05-23T10:12:00,Yunnan Yukun vs Qingdao West Coast FC,Super Liga China,11:00,1.87,Pinnacle,3.83,Pinnacle,3.96,Pinnacle,,,,
2026-05-23T10:12:00,Zhejiang vs Liaoning Tieren FC,Super Liga China,11:35,1.71,Unibet,4.38,Pinnacle,4.31,Pinnacle,,,,
2026-05-23T10:12:00,Shandong Luneng Taishan FC vs Wuhan Three Towns,Super Liga China,11:35,1.34,Unibet,5.67,Pinnacle,8.41,Pinnacle,,,,
2026-05-23T10:12:00,Shanghai Shenhua FC vs Shenzhen Peng City FC,Super Liga China,12:00,1.68,Unibet,4.4,Pinnacle,4.57,Pinnacle,,,,
2026-05-23T10:12:00,Bodø/Glimt vs SK Brann,Eliteserien,14:00,1.36,Unibet,6.18,Pinnacle,7.9,Pinnacle,,,,
2026-05-23T10:12:00,Kristiansund BK vs Viking FK,Eliteserien,16:00,6.25,Unibet,4.99,Pinnacle,1.49,Pinnacle,,,,
2026-05-23T10:12:00,IK Start vs Vålerenga,Eliteserien,12:30,2.96,Pinnacle,3.86,Pinnacle,2.23,Unibet,,,,
2026-05-23T10:12:00,Tromso vs Aalesund,Eliteserien,15:00,1.45,Pinnacle,4.81,Pinnacle,6.75,Unibet,,,,
2026-05-23T10:12:00,HamKam vs Lillestrom,Eliteserien,15:00,2.95,Unibet,3.63,Pinnacle,2.32,Pinnacle,,,,
2026-05-23T10:12:00,KFUM vs Rosenborg,Eliteserien,15:00,2.33,Unibet,3.63,Pinnacle,2.96,Pinnacle,,,,
2026-05-23T10:12:00,Sarpsborg FK vs Molde,Eliteserien,15:00,2.61,Pinnacle,3.92,Pinnacle,2.48,Unibet,,,,
2026-05-23T10:12:00,Sandefjord vs Fredrikstad FK,Eliteserien,17:15,1.85,Pinnacle,4.05,Pinnacle,3.79,Pinnacle,,,,
2026-05-23T10:12:00,Hammarby IF vs AIK,Allsvenskan,12:00,1.46,Pinnacle,4.76,Pinnacle,6.5,Unibet,,,,
2026-05-23T10:12:00,IK Sirius vs GAIS,Allsvenskan,12:00,1.75,William Hill,3.94,Pinnacle,4.7,Unibet,,,,
2026-05-23T10:12:00,Malmo FF vs Västerås SK,Allsvenskan,14:30,1.64,Pinnacle,4.11,Pinnacle,5.1,Pinnacle,,,,
2026-05-23T10:12:00,IF Elfsborg vs BK Hacken,Allsvenskan,17:00,2.86,Pinnacle,3.35,Unibet,2.44,Pinnacle,1.84,Pinnacle,2.0,Unibet
2026-05-23T10:12:00,IFK Goteborg vs Mjällby AIF,Allsvenskan,17:00,2.98,Pinnacle,3.2,Unibet,2.6,Pinnacle,2.0,William Hill,1.82,Pinnacle
2026-05-23T10:12:00,Varbergs BoIS vs GIF Sundsvall,Superettan,13:00,1.62,Unibet,3.88,Pinnacle,6.16,Pinnacle,,,,
2026-05-23T10:12:00,Sandvikens IF vs Landskrona BoIS,Superettan,15:00,2.6,Pinnacle,3.49,Pinnacle,2.7,Unibet,1.81,Pinnacle,2.14,Unibet
2026-05-23T10:12:00,IFK Norrkoping vs Östers IF,Superettan,17:05,1.62,William Hill,4.38,Pinnacle,4.7,Unibet,,,,
2026-05-23T10:12:00,Örebro SK vs Helsingborgs IF,Superettan,17:00,2.27,Pinnacle,3.39,Pinnacle,3.07,Pinnacle,1.83,Pinnacle,1.96,Pinnacle
2026-05-23T10:12:00,Raków Częstochowa vs Arka Gdynia,Ekstraklasa,15:30,1.26,Unibet,6.14,Pinnacle,10.5,Unibet,,,,
2026-05-23T10:12:00,Cracovia Kraków vs Korona Kielce,Ekstraklasa,15:30,2.14,Unibet,2.95,Unibet,4.51,Pinnacle,,,,
2026-05-23T10:12:00,Pogoń Szczecin vs GKS Katowice,Ekstraklasa,15:30,2.67,Pinnacle,3.91,Pinnacle,2.6,Unibet,,,,
2026-05-23T10:12:00,Górnik Zabrze vs Radomiak Radom,Ekstraklasa,15:30,1.45,Unibet,5.0,Pinnacle,6.76,Pinnacle,,,,
2026-05-23T10:12:00,Jagiellonia Białystok vs Zagłębie Lubin,Ekstraklasa,15:30,1.49,Unibet,4.79,Pinnacle,6.33,Pinnacle,,,,
2026-05-23T10:12:00,Lech Poznań vs Wisła Płock,Ekstraklasa,15:30,1.34,Pinnacle,5.78,Pinnacle,9.0,Unibet,,,,
2026-05-23T10:12:00,Nieciecza vs Lechia Gdańsk,Ekstraklasa,15:30,4.02,Pinnacle,4.67,Pinnacle,1.75,Unibet,,,,
2026-05-23T10:12:00,Legia Warszawa vs Motor Lublin,Ekstraklasa,15:30,1.53,Unibet,4.8,Pinnacle,5.75,Unibet,,,,
2026-05-23T10:12:00,Widzew Łódź vs Piast Gliwice,Ekstraklasa,15:30,2.4,Unibet,3.44,Pinnacle,3.0,Unibet,2.14,Unibet,1.8,Pinnacle
2026-05-23T10:12:00,Derry City vs Shelbourne Dublin,League of Ireland,18:45,2.47,Pinnacle,3.31,Pinnacle,2.88,Unibet,,,,
2026-05-23T10:12:00,Bohemians vs Shamrock Rovers,League of Ireland,19:00,2.5,Pinnacle,3.35,Pinnacle,3.1,Unibet,,,,
2026-05-23T10:12:00,Drogheda United vs Waterford FC,League of Ireland,18:45,1.84,Pinnacle,4.05,Pinnacle,3.95,Unibet,,,,
2026-05-23T10:12:00,Cleveland Cavaliers vs New York Knicks,NBA,00:10,,,,,,,,,,
2026-05-23T10:12:00,San Antonio Spurs vs Oklahoma City Thunder,NBA,00:10,,,,,,,,,,
2026-05-23T10:12:00,Cincinnati Reds vs St. Louis Cardinals,MLB,17:11,,,,,,,,,,
2026-05-23T10:12:00,Chicago Cubs vs Houston Astros,MLB,18:21,,,,,,,,,,
2026-05-23T10:12:00,Toronto Blue Jays vs Pittsburgh Pirates,MLB,19:08,,,,,,,,,,
2026-05-23T10:12:00,Baltimore Orioles vs Detroit Tigers,MLB,20:06,,,,,,,,,,
2026-05-23T10:12:00,San Francisco Giants vs Chicago White Sox,MLB,20:06,,,,,,,,,,
2026-05-23T10:12:00,Philadelphia Phillies vs Cleveland Guardians,MLB,20:06,,,,,,,,,,
2026-05-23T10:12:00,Atlanta Braves vs Washington Nationals,MLB,20:11,,,,,,,,,,
2026-05-23T10:12:00,Boston Red Sox vs Minnesota Twins,MLB,20:11,,,,,,,,,,
2026-05-23T10:12:00,Kansas City Royals vs Seattle Mariners,MLB,20:11,,,,,,,,,,
2026-05-23T10:12:00,Miami Marlins vs New York Mets,MLB,20:11,,,,,,,,,,
2026-05-23T10:12:00,Cincinnati Reds vs St. Louis Cardinals,MLB,23:16,,,,,,,,,,
2026-05-23T10:12:00,Milwaukee Brewers vs Los Angeles Dodgers,MLB,23:16,,,,,,,,,,
2026-05-23T10:12:00,San Diego Padres vs Athletics,MLB,01:41,,,,,,,,,,
2026-05-23T10:12:00,Los Angeles Angels vs Texas Rangers,MLB,02:06,,,,,,,,,,
2026-05-23T10:12:00,Arizona Diamondbacks vs Colorado Rockies,MLB,02:11,,,,,,,,,,
2026-05-23T10:12:00,Carolina Hurricanes vs Montréal Canadiens,NHL,23:20,,,,,,,,,,
2026-05-23T10:12:00,Vegas Golden Knights vs Colorado Avalanche,NHL,00:00,,,,,,,,,,
2026-05-23T10:26:09,Crystal Palace vs Arsenal,Premier League,15:00,4.28,Pinnacle,4.05,Pinnacle,1.8,Pinnacle,,,,
2026-05-23T10:26:09,Manchester City vs Aston Villa,Premier League,15:00,1.28,Pinnacle,6.54,Pinnacle,9.26,Pinnacle,,,,
2026-05-23T10:26:09,Nottingham Forest vs Bournemouth,Premier League,15:00,3.43,Pinnacle,3.89,Pinnacle,2.06,Pinnacle,,,,
2026-05-23T10:26:09,Liverpool vs Brentford,Premier League,15:00,1.83,Pinnacle,4.34,Pinnacle,3.9,Unibet,,,,
2026-05-23T10:26:09,Brighton and Hove Albion vs Manchester United,Premier League,15:00,1.83,William Hill,4.31,Pinnacle,3.89,Pinnacle,,,,
2026-05-23T10:26:09,Burnley vs Wolverhampton Wanderers,Premier League,15:00,2.33,Pinnacle,3.72,Pinnacle,2.98,Pinnacle,,,,
2026-05-23T10:26:09,Sunderland vs Chelsea,Premier League,15:00,3.53,Pinnacle,3.84,Pinnacle,2.04,Pinnacle,,,,
2026-05-23T10:26:09,Tottenham Hotspur vs Everton,Premier League,15:00,1.91,Pinnacle,3.55,Unibet,4.34,Pinnacle,,,,
2026-05-23T10:26:09,Fulham vs Newcastle United,Premier League,15:00,2.89,Pinnacle,3.78,Pinnacle,2.36,Pinnacle,,,,
2026-05-23T10:26:09,West Ham United vs Leeds United,Premier League,15:00,1.78,Pinnacle,4.25,Pinnacle,4.2,Pinnacle,,,,
2026-05-23T10:26:09,Alavés vs Rayo Vallecano,La Liga,19:00,2.56,Pinnacle,3.34,Pinnacle,2.96,Pinnacle,2.07,Pinnacle,1.85,Pinnacle
2026-05-23T10:26:09,Real Madrid vs Athletic Bilbao,La Liga,19:00,1.53,Pinnacle,4.8,Pinnacle,5.72,Pinnacle,,,,
2026-05-23T10:26:09,Valencia vs Barcelona,La Liga,19:00,3.39,Pinnacle,4.09,Pinnacle,2.04,Pinnacle,,,,
2026-05-23T10:26:09,Getafe vs CA Osasuna,La Liga,19:00,2.8,Pinnacle,2.77,Pinnacle,3.23,Pinnacle,,,,
2026-05-23T10:26:09,Celta Vigo vs Sevilla,La Liga,19:00,2.01,Pinnacle,3.48,Pinnacle,4.09,Pinnacle,2.06,Pinnacle,1.85,Pinnacle
2026-05-23T10:26:09,Girona vs Elche CF,La Liga,19:00,1.85,Pinnacle,3.83,Pinnacle,4.32,Pinnacle,,,,
2026-05-23T10:26:09,Espanyol vs Real Sociedad,La Liga,19:00,2.21,Pinnacle,3.67,Pinnacle,3.31,Pinnacle,,,,
2026-05-23T10:26:09,Real Betis vs Levante,La Liga,19:00,2.42,Pinnacle,3.6,William Hill,3.01,Pinnacle,,,,
2026-05-23T10:26:09,Mallorca vs Oviedo,La Liga,19:00,1.48,Pinnacle,4.53,Pinnacle,7.19,Pinnacle,1.94,Pinnacle,1.96,Pinnacle
2026-05-23T10:26:09,Villarreal vs Atlético Madrid,La Liga,19:00,2.48,Pinnacle,3.73,Pinnacle,2.77,Pinnacle,,,,
2026-05-23T10:26:09,SC Paderborn vs VfL Wolfsburg,Bundesliga,18:30,3.41,Pinnacle,3.66,Pinnacle,2.06,Pinnacle,1.85,Pinnacle,1.98,Pinnacle
2026-05-23T10:26:09,Bologna vs Inter Milan,Serie A,16:00,3.53,Pinnacle,3.65,Pinnacle,2.12,Pinnacle,,,,
2026-05-23T10:26:09,Lazio vs Pisa,Serie A,18:45,1.75,Pinnacle,3.88,Pinnacle,4.91,Pinnacle,1.99,Pinnacle,1.92,Pinnacle
2026-05-23T10:26:09,Parma vs Sassuolo,Serie A,13:00,2.74,Pinnacle,3.41,Pinnacle,2.67,Pinnacle,1.92,Pinnacle,1.97,Pinnacle
2026-05-23T10:26:09,Napoli vs Udinese,Serie A,16:00,1.5,Pinnacle,4.39,Pinnacle,6.89,Pinnacle,1.91,William Hill,1.99,Pinnacle
2026-05-23T10:26:09,AC Milan vs Cagliari,Serie A,18:45,1.3,William Hill,5.76,Pinnacle,12.39,Pinnacle,,,,
2026-05-23T10:26:09,Hellas Verona vs AS Roma,Serie A,18:45,11.48,Pinnacle,5.75,Pinnacle,1.3,William Hill,,,,
2026-05-23T10:26:09,Cremonese vs Como,Serie A,18:45,5.61,Pinnacle,4.42,Pinnacle,1.6,William Hill,,,,
2026-05-23T10:26:09,Lecce vs Genoa,Serie A,18:45,1.77,Pinnacle,3.63,Pinnacle,5.11,Pinnacle,,,,
2026-05-23T10:26:09,Torino vs Juventus,Serie A,18:45,7.47,Pinnacle,4.59,Pinnacle,1.46,Pinnacle,,,,
2026-05-23T10:26:09,Bolton Wanderers vs Stockport County FC,League One,12:00,2.63,Unibet,3.18,Pinnacle,2.96,Pinnacle,,,,
2026-05-23T10:26:09,Notts County vs Salford City,League Two,14:00,2.69,Pinnacle,3.1,William Hill,2.8,Unibet,,,,
2026-05-23T10:26:09,US Catanzaro 1929 vs Monza,Serie B,18:00,2.83,Pinnacle,3.2,Unibet,2.65,Pinnacle,2.01,Pinnacle,1.85,Pinnacle
2026-05-23T10:26:09,Andorra CF vs AD Ceuta FC,Segunda División,14:15,1.56,Pinnacle,4.61,Pinnacle,6.0,Unibet,,,,
2026-05-23T10:26:09,Albacete vs Real Sociedad B,Segunda División,14:15,1.9,Pinnacle,3.89,Pinnacle,4.0,Unibet,,,,
2026-05-23T10:26:09,Sporting Gijón vs Almería,Segunda División,16:30,4.4,Unibet,4.07,Pinnacle,1.74,Pinnacle,,,,
2026-05-23T10:26:09,Cultural Leonesa vs Burgos CF,Segunda División,16:30,3.02,Pinnacle,3.1,Unibet,2.55,Unibet,,,,
2026-05-23T10:26:09,SD Huesca vs CD Castellón,Segunda División,16:30,4.5,Unibet,4.27,Pinnacle,1.75,Unibet,,,,
2026-05-23T10:26:09,CD Mirandés vs Granada CF,Segunda División,16:30,1.51,Unibet,4.37,Pinnacle,6.82,Pinnacle,,,,
2026-05-23T10:26:09,Cádiz CF vs Leganés,Segunda División,16:30,2.37,Pinnacle,3.35,Unibet,3.15,Unibet,1.93,Pinnacle,1.91,Pinnacle
2026-05-23T10:26:09,SD Eibar vs Córdoba,Segunda División,16:30,1.75,Unibet,4.16,Pinnacle,4.7,Pinnacle,,,,
2026-05-23T10:26:09,Real Valladolid CF vs Deportivo La Coruña,Segunda División,16:30,5.2,Unibet,3.78,Pinnacle,1.71,Pinnacle,1.88,Pinnacle,1.95,Pinnacle
2026-05-23T10:26:09,Las Palmas vs Zaragoza,Segunda División,16:30,1.44,Unibet,4.6,Pinnacle,8.51,Pinnacle,,,,
2026-05-23T10:26:09,Málaga vs Real Racing Club de Santander,Segunda División,16:30,1.64,Unibet,4.43,Pinnacle,4.64,Pinnacle,,,,
2026-05-23T10:26:09,Rapid Wien vs Ried,Austria Bundesliga,15:00,2.17,Pinnacle,3.4,Pinnacle,3.38,Pinnacle,2.0,Pinnacle,1.84,Pinnacle
2026-05-23T10:26:09,Dender vs Lommel SK,Belgian First Div,16:15,2.19,Pinnacle,3.53,Pinnacle,3.22,Pinnacle,,,,
2026-05-23T10:26:09,Standard Liege vs Charleroi,Belgian First Div,18:45,2.05,Pinnacle,3.55,Pinnacle,3.54,Pinnacle,1.95,Pinnacle,1.9,Unibet
2026-05-23T10:26:09,Leuven vs Genk,Belgian First Div,18:45,4.17,Pinnacle,4.26,Pinnacle,1.75,Unibet,,,,
2026-05-23T10:26:09,Royal Antwerp vs Westerlo,Belgian First Div,18:45,2.12,Pinnacle,3.92,Pinnacle,3.09,Pinnacle,,,,
